id,document_number,title,url,legal_type,legal_sectors,issuing_authority,issuance_date,signers
417920,4278/QĐ-UBND,"Quyết định 4278/QĐ-UBND năm 2017 công bố thủ tục hành chính mới, bị bãi bỏ lĩnh vực khám, chữa bệnh thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Thanh Hóa",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-4278-QD-UBND-2017-cong-bo-thu-tuc-hanh-chinh-thuoc-tham-quyen-So-Y-te-Thanh-Hoa-417920.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Thanh Hóa,2017-08-11,Lê Thị Thìn:4542
395907,4279/QĐ-UBND,"Quyết định 4279/QĐ-UBND năm 2017 công bố thủ tục hành chính chuẩn hóa; bị bãi bỏ lĩnh vực thể dục thể thao và lĩnh vực du lịch thuộc thẩm quyền giải quyết của Sở Văn hóa, Thể thao và Du lịch tỉnh Thanh Hóa",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-4279-QD-UBND-2017-thu-tuc-the-duc-the-thao-So-Van-hoa-The-thao-Thanh-Hoa-395907.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Thanh Hóa,2017-08-11,Lê Thị Thìn:4542
372085,3132/QĐ-UBND,Quyết định 3132/QĐ-UBND năm 2017 về phê duyệt Đề án Hoạt động chăm sóc người cao tuổi tỉnh Bình Dương giai đoạn 2017-2025,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-3132-QD-UBND-2017-De-an-Hoat-dong-cham-soc-nguoi-cao-tuoi-Binh-Duong-372085.aspx,Quyết định,Thể thao - Y tế,Tỉnh Bình Dương,2017-08-11,Đặng Minh Hưng:5641
398767,1463/QĐ-UBND,"Quyết định 1463/QĐ-UBND năm 2017 về Kế hoạch thu gom, vận chuyển và xử lý chất thải y tế nguy hại trên địa bàn tỉnh Đắk Nông",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Quyet-dinh-1463-QD-UBND-2017-Ke-hoach-van-chuyen-xu-ly-chat-thai-y-te-nguy-hai-Dak-Nong-398767.aspx,Quyết định,"Tài nguyên - Môi trường, Thể thao - Y tế",Tỉnh Đắk Nông,2017-08-09,Trương Thanh Tùng:5639
361338,4236/QĐ-UBND,"Quyết định 4236/QĐ-UBND năm 2017 về danh sách tổ chức, cá nhân thực hiện kê khai giá dịch vụ khám bệnh, chữa bệnh cho người tại cơ sở khám bệnh, chữa bệnh tư nhân trên địa bàn thành phố Hồ Chí Minh (Đợt 1)",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Quyet-dinh-4236-QD-UBND-2017-danh-sach-to-chuc-ca-nhan-ke-khai-gia-kham-chua-benh-Ho-Chi-Minh-361338.aspx,Quyết định,"Tài chính nhà nước, Thể thao - Y tế",Thành phố Hồ Chí Minh,2017-08-08,Nguyễn Thị Thu:1434
366817,2885/QĐ-UBND,Quyết định 2885/QĐ-UBND năm 2017 về thông qua phương án đơn giản hóa thủ tục hành chính lĩnh vực An toàn thực phẩm và Lưu thông hàng hóa trong nước thuộc thẩm quyền giải quyết của Sở Công Thương tỉnh Thanh Hóa,https://thuvienphapluat.vn/van-ban/Thuong-mai/Quyet-dinh-2885-QD-UBND-2017-don-gian-hoa-thu-tuc-An-toan-thuc-pham-So-Cong-Thuong-Thanh-Hoa-366817.aspx,Quyết định,"Thương mại, Bộ máy hành chính, Thể thao - Y tế",Tỉnh Thanh Hóa,2017-08-08,Lê Thị Thìn:4542
365528,675/QĐ-UBND,"Quyết định 675/QĐ-UBND năm 2017 về Kế hoạch thu gom, vận chuyển và xử lý chất thải y tế nguy hại trên địa bàn tỉnh Điện Biên",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Quyet-dinh-675-QD-UBND-2017-Ke-hoach-thu-gom-van-chuyen-xu-ly-chat-thai-y-te-Dien-Bien-365528.aspx,Quyết định,"Tài nguyên - Môi trường, Thể thao - Y tế",Tỉnh Điện Biên,2017-08-08,Lê Văn Quý:3336
354055,212/QĐ-QLD,Quyết định 212/QĐ-QLD năm 2017 danh mục 04 thuốc nước ngoài (thuốc chứa hoạt chất kháng virus đăng ký lần đầu - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-212-QD-QLD-2017-danh-muc-04-thuoc-nuoc-ngoai-khang-virus-dang-ky-luu-hanh-Dot-97-354055.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
353175,211/QĐ-QLD,Quyết định 211/QĐ-QLD năm 2017 danh mục 13 thuốc nước ngoài (thuốc điều trị ung thư đăng ký lần đầu - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-211-QD-QLD-2017-danh-muc-13-thuoc-nuoc-ngoai-dieu-tri-ung-thu-dang-ky-Dot-97-353175.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
352979,210/QĐ-QLD,Quyết định 210/QĐ-QLD năm 2017 danh mục 281 thuốc nước ngoài được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-210-QD-QLD-2017-danh-muc-281-thuoc-nuoc-ngoai-cap-so-dang-ky-luu-hanh-Dot-97-352979.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
358319,213/QĐ-QLD,Quyết định 213/QĐ-QLD năm 2017 về danh mục thuốc nước ngoài (thuốc tránh thai - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-213-QD-QLD-2017-danh-muc-thuoc-nuoc-ngoai-duoc-cap-so-dang-ky-luu-hanh-tai-Viet-Nam-358319.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
352124,942/QĐ-UBND,Quyết định 942/QĐ-UBND năm 2017 công bố bãi bỏ thủ tục hành chính thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Trà Vinh,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-942-QD-UBND-2017-cong-bo-bai-bo-thu-tuc-hanh-chinh-so-y-te-Tra-Vinh-352124.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Trà Vinh,2017-08-06,Nguyễn Trung Hoàng:5677
353176,214/QĐ-QLD,"Quyết định 214/QĐ-QLD năm 2017 danh mục 23 thuốc nước ngoài (thuốc có hoạt chất, phối hợp hoạt chất lần đầu đăng ký tại Việt Nam - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý dược ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-214-QD-QLD-2017-23-thuoc-nuoc-ngoai-hoat-chat-cap-so-dang-ky-luu-hanh-Dot-97-353176.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
353177,215/QĐ-QLD,"Quyết định 215/QĐ-QLD năm 2017 danh mục 01 thuốc nước ngoài (thuốc có hoạt chất lần đầu, phối hợp hoạt chất lần đầu đăng ký tại Việt Nam - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 97 do Cục trưởng Cục Quản lý Dược ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-215-QD-QLD-2017-danh-muc-01-thuoc-nuoc-ngoai-lan-dau-cap-dang-ky-luu-hanh-Dot-97-353177.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-08-06,Trương Quốc Cường:2131
349685,922/QĐ-UBND,Quyết định 922/QĐ-UBND năm 2017 phê duyệt Đề án nâng cao năng lực kiểm nghiệm an toàn vệ sinh thực phẩm tỉnh Thừa Thiên Huế đến năm 2020,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-922-QD-UBND-2017-duyet-kiem-nghiem-an-toan-ve-sinh-thuc-pham-Thua-Thien-Hue-2020-349685.aspx,Quyết định,Thể thao - Y tế,Tỉnh Thừa Thiên Huế,2017-08-05,Nguyễn Văn Cao:2624
349848,983/QĐ-UBND,Quyết định 983/QĐ-UBND năm 2017 công bố bổ sung thủ tục hành chính thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Lâm Đồng,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-983-QD-UBND-2017-cong-bo-bo-sung-thu-tuc-thuoc-tham-quyen-So-Y-te-Lam-Dong-349848.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Lâm Đồng,2017-08-05,Đoàn Văn Việt:4582
465012,776/QĐ-BYT,Quyết định 776/QĐ-BYT năm 2017 phê duyệt Tài liệu hướng dẫn quốc gia về dinh dưỡng cho Phụ nữ có thai và bà mẹ cho con bú do Bộ trưởng Bộ Y tế ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-776-QD-BYT-2017-Tai-lieu-huong-dan-quoc-gia-ve-dinh-duong-cho-Phu-nu-co-thai-465012.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-08-03,Nguyễn Viết Tiến:3492
343194,567/QĐ-UBND,Quyết định 567/QĐ-UBND năm 2017 công bố thủ tục hành chính chuẩn hóa trong lĩnh vực thú y thuộc thẩm quyền giải quyết của Sở Nông nghiệp và Phát triển nông thôn do thành phố Cần Thơ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-567-QD-UBND-thu-tuc-hanh-chinh-chuan-hoa-trong-linh-vuc-thu-y-Can-Tho-2017-343194.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Thành phố Cần Thơ,2017-08-03,Đào Anh Dũng:3538
342127,784/QĐ-BYT,"Quyết định 784/QĐ-BYT năm 2017 công bố thủ tục hành chính được sửa đổi, bổ sung và bãi bỏ tại Thông tư 20/2016/TTLT-BYT-BLĐTBXH hướng dẫn khám giám định bệnh, tật, dị dạng, dị tật có liên quan đến phơi nhiễm với chất độc hóa học đối với người hoạt động kháng chiến và con đẻ của họ do Bộ trưởng Bộ Y tế ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-784-QD-BYT-cong-bo-thu-tuc-hanh-chinh-duoc-tai-20-2016-TTLT-BYT-BLDTBXH-2017-342127.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Bộ Y tế,2017-08-03,Nguyễn Viết Tiến:3492
342482,773/QĐ-BYT,"Quyết định 773/QĐ-BYT năm 2017 về Kế hoạch phối hợp giữa công tác Phòng, chống HIV/AIDS và Phòng, chống bệnh Lao, giai đoạn 2016-2020 do Bộ trưởng Bộ Y tế ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-773-QD-BYT-Ke-hoach-phoi-hop-cong-tac-Phong-chong-HIV-AIDS-Phong-chong-benh-Lao-2017-342482.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-08-03,Nguyễn Thanh Long:3005
370283,415/QĐ-UBND,"Quyết định 415/QĐ-UBND năm 2017 sửa đổi Quyết định 1196/QĐ-UBND phê duyệt Đề án Xây dựng và phát triển Trung tâm Văn hóa - Thể thao xã, phường, thị trấn trên địa bàn tỉnh Quảng Nam giai đoạn 2015-2025, định hướng đến năm 2030",https://thuvienphapluat.vn/van-ban/Xay-dung-Do-thi/Quyet-dinh-415-QD-UBND-2017-sua-doi-Quyet-dinh-1196-QD-UBND-tinh-Quang-Nam-370283.aspx,Quyết định,"Xây dựng - Đô thị, Thể thao - Y tế",Tỉnh Quảng Nam,2017-08-02,Lê Văn Thanh:3542
477419,4437/QĐ-UBND,"Quyết định 4437/QĐ-UBND năm 2017 phê duyệt Kế hoạch thu gom, vận chuyển và xử lý chất thải rắn y tế nguy hại trên địa bàn tỉnh Quảng Bình",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Quyet-dinh-4437-QD-UBND-2017-van-chuyen-va-xu-ly-chat-thai-ran-y-te-nguy-hai-Quang-Binh-477419.aspx,Quyết định,"Tài nguyên - Môi trường, Thể thao - Y tế",Tỉnh Quảng Bình,2017-07-12,Lê Minh Ngân:5845
373595,559/QĐ-QLD,Quyết định 559/QĐ-QLD năm 2017 về danh mục 01 thuốc sản xuất trong nước (thuốc chứa hoạt chất kháng virus đăng ký lần đầu - số đăng ký có hiệu lực 02 năm) được cấp số đăng ký lưu hành tại Việt Nam - Đợt 159 bổ sung do Cục Quản lý Dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-559-QD-QLD-2017-danh-muc-01-thuoc-san-xuat-trong-nuoc-chua-hoat-chat-khang-virus-373595.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-07-12,Đỗ Văn Đông:4732
361994,21/2017/QĐ-UBND,"Quyết định 21/2017/QĐ-UBND quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ bảo hiểm y tế trong cơ sở khám bệnh, chữa bệnh của nhà nước thuộc tỉnh Hưng Yên quản lý",https://thuvienphapluat.vn/van-ban/Bao-hiem/Quyet-dinh-21-2017-QD-UBND-gia-chua-benh-ngoai-pham-vi-thanh-toan-quy-bao-hiem-Hung-Yen-361994.aspx,Quyết định,"Bảo hiểm, Tài chính nhà nước, Thể thao - Y tế",Tỉnh Hưng Yên,2017-07-09,Nguyễn Văn Phóng:5607
366887,3357/QĐ-UBND,"Quyết định 3357/QĐ-UBND năm 2017 về thông qua phương án đơn giản hóa thủ tục hành chính lĩnh vực thể dục, thể thao và du lịch thuộc thẩm quyền giải quyết của Sở Văn hóa, Thể thao và Du lịch tỉnh Thanh Hóa",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-3357-QD-UBND-2017-don-gian-hoa-thu-tuc-the-duc-the-thao-du-lich-So-van-hoa-Thanh-Hoa-366887.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế, Văn hóa - Xã hội",Tỉnh Thanh Hóa,2017-07-09,Lê Thị Thìn:4542
360921,40/2017/QĐ-UBND,"Quyết định 40/2017/QĐ-UBND sửa đổi Điều 6 của Quy định về chính sách khuyến khích xã hội hóa lĩnh vực giáo dục – đào tạo, dạy nghề, y tế, văn hóa, thể dục thể thao, môi trường, giám định tư pháp trên địa bàn tỉnh Đồng Tháp theo Quyết định 01/2016/QĐ-UBND",https://thuvienphapluat.vn/van-ban/Giao-duc/Quyet-dinh-40-2017-QD-UBND-sua-doi-Dieu-6-chinh-sach-khuyen-khich-xa-hoi-hoa-Dong-Thap-360921.aspx,Quyết định,"Giáo dục, Thể thao - Y tế, Văn hóa - Xã hội",Tỉnh Đồng Tháp,2017-07-09,Nguyễn Thanh Hùng:3880
360942,4041/QĐ-BYT,Quyết định 4041/QĐ-BYT năm 2017 phê duyệt Đề án tăng cường kiểm soát kê đơn thuốc và bán thuốc kê đơn giai đoạn 2017-2020 do Bộ trưởng Bộ Y tế ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-4041-QD-BYT-2017-tang-cuong-kiem-soat-ke-don-thuoc-ban-thuoc-ke-don-2017-2020-360942.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-07-09,Nguyễn Thị Kim Tiến:1813
365690,1538/QĐ-UBND,Quyết định 1538/QĐ-UBND năm 2017 về công bố thủ tục hành chính trong lĩnh vực an toàn thực phẩm thuộc thẩm quyền giải quyết của Chi cục An toàn vệ sinh thực phẩm thuộc Sở Y tế tỉnh Ninh Thuận,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-1538-QD-UBND-2017-cong-bo-thu-tuc-hanh-chinh-an-toan-thuc-pham-Ninh-Thuan-365690.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Ninh Thuận,2017-07-08,Lê Văn Bình:5112
359013,25/2017/QĐ-UBND,"Quyết định 25/2017/QĐ-UBND quy định mức giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của quỹ bảo hiểm y tế trong cơ sở khám bệnh, chữa bệnh Nhà nước thuộc địa phương quản lý trên địa bàn tỉnh Hà Nam",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Quyet-dinh-25-2017-QD-UBND-gia-dich-vu-kham-chua-benh-khong-thanh-toan-bao-hiem-y-te-Ha-Nam-359013.aspx,Quyết định,"Tài chính nhà nước, Thể thao - Y tế",Tỉnh Hà Nam,2017-07-08,Nguyễn Xuân Đông:3354
361776,11/2017/QĐ-UBND,"Quyết định 11/2017/QĐ-UBND quy định giá dịch vụ khám bệnh, chữa bệnh không thuộc phạm vi thanh toán của Quỹ bảo hiểm y tế trong các cơ sở y tế công lập do tỉnh Thái Bình ban hành",https://thuvienphapluat.vn/van-ban/Bao-hiem/Quyet-dinh-11-2017-QD-UBND-gia-kham-benh-ngoai-pham-vi-thanh-toan-Quy-bao-hiem-Thai-Binh-361776.aspx,Quyết định,"Bảo hiểm, Tài chính nhà nước, Thể thao - Y tế",Tỉnh Thái Bình,2017-07-08,Nguyễn Hồng Diên:4116
355503,3148/QĐ-BYT,"Quyết định 3148/QĐ-BYT năm 2017 danh mục xét nghiệm áp dụng để liên thông, công nhận kết quả xét nghiệm do Bộ trưởng Bộ Y tế ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-3148-QD-BYT-2017-danh-muc-xet-nghiem-lien-thong-cong-nhan-ket-qua-xet-nghiem-355503.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-07-07,Nguyễn Viết Tiến:3492
355020,1504/QĐ-UBND,"Quyết định 1504/QĐ-UBND năm 2017 phê duyệt Dự toán và Kế hoạch lựa chọn nhà thầu mua thuốc tập trung cấp địa phương; cung ứng thuốc và dược liệu, thuốc dược liệu cho cơ sở y tế công lập trên địa bàn tỉnh Lâm Đồng năm 2017-2018",https://thuvienphapluat.vn/van-ban/Dau-tu/Quyet-dinh-1504-QD-UBND-2017-lua-chon-nha-thau-mua-thuoc-cho-co-so-y-te-Lam-Dong-2017-2018-355020.aspx,Quyết định,"Đầu tư, Thể thao - Y tế",Tỉnh Lâm Đồng,2017-07-07,Trần Ngọc Liêm:4783
355272,1534/QĐ-UBND,Quyết định 1534/QĐ-UBND năm 2017 công bố thủ tục hành chính được chuẩn hóa trong lĩnh vực An toàn thực phẩm và dinh dưỡng thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Thừa Thiên Huế,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-1534-QD-UBND-2017-thu-tuc-hanh-chinh-linh-vuc-An-toan-thuc-pham-dinh-duong-Hue-355272.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Thừa Thiên Huế,2017-07-07,Nguyễn Dung:4934
354949,1528/QĐ-UBND,Quyết định 1528/QĐ-UBND năm 2017 công bố thủ tục hành chính mới trong lĩnh vực Quản lý trang thiết bị y tế thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Thừa Thiên Huế,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-1528-QD-UBND-2017-thu-tuc-hanh-chinh-So-Y-te-Hue-354949.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Thừa Thiên Huế,2017-07-07,Nguyễn Dung:4934
352150,508/QĐ-UBND,Quyết định 508/QĐ-UBND năm 2017 công bố thủ tục hành chính mới về lĩnh vực quản lý trang thiết bị Y tế thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Điện Biên,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-508-QD-UBND-2017-cong-bo-thu-tuc-hanh-chinh-quan-ly-trang-thiet-bi-Y-te-Dien-Bien-352150.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Điện Biên,2017-07-06,Mùa A Sơn:3087
345615,1357/QĐ-BYT,Quyết định 1357/QĐ-BYT năm 2017 về 01 sinh phẩm chẩn đoán in-vitro được cấp số đăng ký lưu hành tại Việt Nam - Đợt 32 bổ sung do Bộ trưởng Bộ Y tế ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-1357-QD-BYT-01-sinh-pham-chan-doan-in-vitro-duoc-cap-so-dang-ky-luu-hanh-tai-Viet-Nam-2017-345615.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-07-04,Nguyễn Minh Tuấn:1050
351618,406/QĐ-UBND,Quyết định 406/QĐ-UBND năm 2017 công bố thủ tục hành chính lĩnh vực an toàn thực phẩm và dinh dưỡng thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Cà Mau do tỉnh Cà Mau ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-406-QD-UBND-2017-cong-bo-thu-tuc-hanh-chinh-linh-vuc-an-toan-thuc-pham-Ca-Mau-351618.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Cà Mau,2017-07-03,Trần Hồng Quân:680
345801,515/QĐ-UBND,Quyết định 515/QĐ-UBND năm 2017 công bố thủ tục hành chính thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Đắk Lắk,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-515-QD-UBND-cong-bo-thu-tuc-hanh-chinh-thuoc-tham-quyen-giai-quyet-cua-So-Y-te-Dak-Lak-2017-345801.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Đắk Lắk,2017-07-03,Võ Văn Cảnh:5877
349946,05/2017/QĐ-UBND,Quyết định 05/2017/QĐ-UBND Quy chế phối hợp trong hoạt động thanh tra thuộc lĩnh vực Y tế trên địa bàn tỉnh Bắc Giang,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-05-2017-QD-UBND-Quy-che-phoi-hop-trong-hoat-dong-thanh-tra-Y-te-Bac-Giang-349946.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Bắc Giang,2017-07-03,Nguyễn Văn Linh:1402
347214,155/QĐ-UBND,Quyết định 155/QĐ-UBND năm 2017 công bố thủ tục hành chính bị bãi bỏ thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Quảng Ngãi,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-155-QD-UBND-Cong-bo-thu-tuc-hanh-chinh-bi-bai-bo-Quang-Ngai-2017-347214.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Quảng Ngãi,2017-07-02,Đặng Văn Minh:5817
342236,179/QĐ-UBND,Quyết định 179/QĐ-UBND năm 2017 công bố thủ tục hành chính trong lĩnh vực Y tế dự phòng thuộc thẩm quyền giải quyết của Sở Y tế tỉnh Cà Mau,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-179-QD-UBND-thu-tuc-hanh-chinh-linh-vuc-Y-te-du-phong-tham-quyen-So-Y-te-Ca-Mau-2017-342236.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Cà Mau,2017-07-02,Trần Hồng Quân:680
369589,132/2017/QĐ-UBND,"Quyết định 132/2017/QĐ-UBND Quy định về điều kiện, tiêu chuẩn chức danh đối với Trưởng, Phó trưởng phòng thuộc Sở; Trưởng, Phó trưởng các đơn vị trực thuộc Sở Y tế và Trưởng, Phó trưởng Phòng Y tế các huyện, thành phố trên địa bàn tỉnh Ninh Thuận",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-132-2017-QD-UBND-Quy-dinh-chuc-danh-Truong-phong-thuoc-So-Y-te-Ninh-Thuan-369589.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Ninh Thuận,2017-06-12,Lưu Xuân Vĩnh:2541
369802,70/2017/QĐ-UBND,Quyết định 70/2017/QĐ-UBND về bãi bỏ Quyết định 73/2004/QĐ-UB về thành lập Hội đồng Giám định y khoa tỉnh Lai Châu,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-70-2017-QD-UBND-bai-bo-Quyet-dinh-73-2004-QD-UB-Lai-Chau-369802.aspx,Quyết định,Thể thao - Y tế,Tỉnh Lai Châu,2017-06-12,Tống Thanh Hải:5197
366658,5015/QĐ-BYT,"Quyết định 5015/QĐ-BYT năm 2017 về hướng dẫn lồng ghép quản lý, cung cấp dịch vụ HIV và lao tại tuyến huyện, xã do Bộ trưởng Bộ Y tế ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-5015-QD-BYT-2017-huong-dan-long-ghep-quan-ly-cung-cap-dich-vu-HIV-tuyen-huyen-xa-366658.aspx,Quyết định,Thể thao - Y tế,Bộ Y tế,2017-06-11,Nguyễn Thanh Long:3005
364141,443/QĐ-QLD,Quyết định 443/QĐ-QLD năm 2017 về thu hồi số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm do Cục trưởng Cục Quản lý Dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-443-QD-QLD-2017-thu-hoi-so-tiep-nhan-Phieu-cong-bo-san-pham-my-pham-364141.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-06-10,Đỗ Văn Đông:4732
364142,444/QĐ-QLD,Quyết định 444/QĐ-QLD năm 2017 về thu hồi số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm do Cục trưởng Cục Quản lý Dược ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-444-QD-QLD-2017-ve-thu-hoi-so-tiep-nhan-Phieu-cong-bo-san-pham-my-pham-364142.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-06-10,Đỗ Văn Đông:4732
366029,442/QĐ-QLD,"Quyết định 442/QĐ-QLD năm 2017 về ngừng nhận hồ sơ cấp, gia hạn giấy đăng ký lưu hành thuốc, nguyên liệu làm thuốc và thu hồi giấy đăng ký lưu hành thuốc ra khỏi danh mục thuốc được cấp giấy đăng ký lưu hành tại Việt Nam do Cục trưởng Cục Quản lý Dược ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Quyet-dinh-442-QD-QLD-2017-ngung-nhan-ho-so-cap-gia-han-giay-dang-ky-luu-hanh-thuoc-366029.aspx,Quyết định,Thể thao - Y tế,Cục Quản lý dược,2017-06-10,Nguyễn Tất Đạt:4793
368331,29/2017/QĐ-UBND,"Quyết định 29/2017/QĐ-UBND về quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Y tế tỉnh Nam Định",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Quyet-dinh-29-2017-QD-UBND-quy-dinh-chuc-nang-nhiem-vu-quyen-han-So-Y-te-Nam-Dinh-368331.aspx,Quyết định,"Bộ máy hành chính, Thể thao - Y tế",Tỉnh Nam Định,2017-06-10,Phạm Đình Nghị:5534
