id,document_number,title,url,legal_type,legal_sectors,issuing_authority,issuance_date,signers
658530,114/2025/QH15,Luật Phòng bệnh 2025,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Phong-benh-2025-so-114-2025-QH15-658530.aspx,Luật,Thể thao - Y tế,Quốc hội,2025-10-12,Trần Thanh Mẫn:2140
372143,15/2023/QH15,"Luật khám bệnh, chữa bệnh 2023",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-15-2023-QH15-kham-benh-chua-benh-372143.aspx,Luật,Thể thao - Y tế,Quốc hội,2023-09-01,Vương Đình Huệ:1556
309815,105/2016/QH13,Luật Dược 2016,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Duoc-2016-309815.aspx,Luật,Thể thao - Y tế,Quốc hội,2016-06-04,Nguyễn Thị Kim Ngân:453
38064,57-LCT/HĐNN8,"Luật Bảo vệ, chăm sóc và giáo dục trẻ em 1991",https://thuvienphapluat.vn/van-ban/Giao-duc/Luat-Bao-ve-cham-soc-va-giao-duc-tre-em-1991-57-LCT-HDNN8-38064.aspx,Luật,"Giáo dục, Thể thao - Y tế",Quốc hội,1991-12-08,Võ Chí Công:759
15870,77/2006/QH11,"Luật Thể dục, Thể thao 2006",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-The-duc-The-thao-2006-77-2006-QH11-15870.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Phú Trọng:1450
142763,09/2012/QH13,"Luật phòng, chống tác hại của thuốc lá 2012",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-phong-chong-tac-hai-cua-thuoc-la-2012-142763.aspx,Luật,"Thể thao - Y tế, Văn hóa - Xã hội",Quốc hội,,Nguyễn Sinh Hùng:431
336620,44/2019/QH14,"Luật Phòng, chống tác hại của rượu, bia 2019",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Phong-chong-tac-hai-cua-ruou-bia-336620.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Thị Kim Ngân:453
98714,40/2009/QH12,"Luật khám bệnh, chữa bệnh 2009",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-kham-benh-chua-benh-nam-2009-98714.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Phú Trọng:1450
2626,34/2005/QH11,Luật Dược 2005,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Duoc-2005-34-2005-QH11-2626.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Văn An:485
354640,26/2018/QH14,"Luật Thể dục, thể thao sửa đổi 2018",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-the-duc-the-thao-sua-doi-2018-354640.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Thị Kim Ngân:453
108074,55/2010/QH12,Luật an toàn thực phẩm 2010,https://thuvienphapluat.vn/van-ban/Thuong-mai/Luat-an-toan-thuc-pham-2010-108074.aspx,Luật,"Thương mại, Thể thao - Y tế",Quốc hội,,Nguyễn Phú Trọng:1450
59650,03/2007/QH12,"Luật Phòng, chống bệnh truyền nhiễm 2007",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-phong-chong-benh-truyen-nhiem-2007-03-2007-QH12-59650.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Phú Trọng:1450
583839,44/2024/QH15,Luật Dược sửa đổi 2024,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Duoc-sua-doi-2024-so-44-2024-QH15-583839.aspx,Luật,Thể thao - Y tế,Quốc hội,,Trần Thanh Mẫn:2140
52188,25/2004/QH11,"Luật Bảo vệ, chăm sóc và giáo dục trẻ em 2004",https://thuvienphapluat.vn/van-ban/Giao-duc/Luat-Bao-ve-cham-soc-va-giao-duc-tre-em-2004-25-2004-QH11-52188.aspx,Luật,"Giáo dục, Thể thao - Y tế",Quốc hội,,Nguyễn Văn An:485
37690,21-LCT/HĐNN8,Luật Bảo vệ sức khỏe nhân dân 1989,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-Bao-ve-suc-khoe-nhan-dan-1989-21-LCT-HDNN8-37690.aspx,Luật,Thể thao - Y tế,Quốc hội,,Võ Chí Công:759
505750,51/2024/QH15,Luật Bảo hiểm y tế sửa đổi 2024,https://thuvienphapluat.vn/van-ban/Bao-hiem/Luat-Bao-hiem-y-te-sua-doi-2024-505750.aspx,Luật,"Bảo hiểm, Thể thao - Y tế",Quốc hội,,Trần Thanh Mẫn:2140
366792,71/2020/QH14,"Luật Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) sửa đổi 2020",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-71-2020-QH14-Phong-chong-nhiem-vi-rut-hoi-chung-suy-giam-mien-dich-o-nguoi-HIV-AIDS-sua-doi-366792.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Thị Kim Ngân:453
12980,64/2006/QH11,"Luật phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) 2006",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-phong-chong-nhiem-vi-rut-gay-ra-hoi-chung-suy-giam-mien-dich-mac-phai-o-nguoi-HIV-AIDS-2006-64-2006-QH11-12980.aspx,Luật,Thể thao - Y tế,Quốc hội,,Nguyễn Phú Trọng:1450
238506,46/2014/QH13,Luật Bảo hiểm y tế sửa đổi 2014,https://thuvienphapluat.vn/van-ban/Bao-hiem/Luat-Bao-hiem-y-te-sua-doi-2014-238506.aspx,Luật,"Bảo hiểm, Thể thao - Y tế",Quốc hội,,Nguyễn Sinh Hùng:431
15868,75/2006/QH11,"Luật hiến, lấy, ghép mô, bộ phận cơ thể người và hiến lấy xác 2006",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Luat-viec-hien-lay-ghep-mo-bo-phan-co-the-nguoi-va-hien-lay-xac-2006-75-2006-QH11-15868.aspx,Luật,"Thể thao - Y tế, Quyền dân sự",Quốc hội,,Nguyễn Phú Trọng:1450
38464,8-L/CTN,Pháp lệnh bảo vệ và kiểm dịch thực vật năm 1993,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-bao-ve-kiem-dich-thuc-vat-1993-8-L-CTN-38464.aspx,Pháp lệnh,Thể thao - Y tế,Uỷ ban Thường vụ Quốc hội,1993-04-02,Lê Đức Anh:203
36940,160-LCT,"Pháp lệnh bảo vệ, chăm sóc và giáo dục trẻ em năm 1979",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-bao-ve-cham-soc-giao-duc-tre-em-1979-160-LCT-36940.aspx,Pháp lệnh,Thể thao - Y tế,Uỷ ban Thường vụ Quốc hội,,Tôn Đức Thắng:647
55839,12/2003/PL-UBTVQH11,Pháp lệnh vệ sinh an toàn thực phẩm năm 2003,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-ve-sinh-an-toan-thuc-pham-2003-12-2003-PL-UBTVQH11-55839.aspx,Pháp lệnh,Thể thao - Y tế,Uỷ ban Thường vụ Quốc hội,,Nguyễn Văn An:485
38483,26-L/CTN,Pháp lệnh Hành nghề y dược tư nhân năm 1993,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-Hanh-nghe-y-duoc-tu-nhan-1993-26-L-CTN-38483.aspx,Pháp lệnh,Thể thao - Y tế,Uỷ ban Thường vụ Quốc hội,,Lê Đức Anh:203
37001,16-LCT/HĐNN7,"Pháp lệnh quy định danh hiệu vinh dự Nhà nước để tặng các nghệ sĩ, nhà giáo, thày thuốc năm 1985 do Hội đồng Bộ trưởng ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-danh-hieu-vinh-du-Nha-nuoc-de-tang-nghe-si-nha-giao-thay-thuoc-1985-16-LCT-HDNN7-37001.aspx,Pháp lệnh,Thể thao - Y tế,Hội đồng Nhà nước,,Trường Chinh:744
39186,40-L/CTN,"Pháp lệnh phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) năm 1995",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-phong-chong-nhiem-vi-rut-gay-ra-hoi-chung-suy-giam-mien-dich-o-nguoi-HIV-AIDS-1995-40-L-CTN-39186.aspx,Pháp lệnh,"Thể thao - Y tế, Văn hóa - Xã hội",Uỷ ban Thường vụ Quốc hội,,Nông Đức Mạnh:554
47012,28/2000/PL-UBTVQH10,"Pháp lệnh thể dục, thể thao năm 2000",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Phap-lenh-the-duc-the-thao-2000-28-2000-PL-UBTVQH10-47012.aspx,Pháp lệnh,Thể thao - Y tế,Uỷ ban Thường vụ Quốc hội,,Nông Đức Mạnh:554
50567,07/2003/PL-UBTVQH11,"Pháp lệnh hành nghề y, dược tư nhân năm 2003",https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Phap-lenh-hanh-nghe-y-duoc-tu-nhan-2003-07-2003-PL-UBTVQH11-50567.aspx,Pháp lệnh,"Doanh nghiệp, Thể thao - Y tế",Uỷ ban Thường vụ Quốc hội,,Nguyễn Văn An:485
691007,59/2025/L-CTN,Lệnh công bố Luật Phòng bệnh 2025,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Lenh-cong-bo-Luat-Phong-benh-2025-691007.aspx,Lệnh,"Bộ máy hành chính, Thể thao - Y tế",Chủ tịch nước,2025-12-12,Lương Cường:6137
219203,16/2013/L-CTN,Lệnh 16/2013/L-CTN công bố Luật bảo vệ và kiểm dịch thực vật 2013,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Lenh-16-2013-L-CTN-cong-bo-Luat-bao-ve-va-kiem-dich-thuc-vat-2013-219203.aspx,Lệnh,"Bộ máy hành chính, Thể thao - Y tế",Chủ tịch nước,2013-06-12,Trương Tấn Sang:1267
98967,17/2009/L-CTN,"Lệnh công bố Luật khám bệnh, chữa bệnh năm 2009",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-kham-benh-chua-benh-nam-2009-98967.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2009-04-12,Nguyễn Minh Triết:1563
62021,12/2007/L-CTN,"Lệnh công bố Luật phòng, chống bệnh truyền nhiễm 2007",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-phong-chong-benh-truyen-nhiem-12-2007-L-CTN-62021.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2007-05-12,Nguyễn Minh Triết:1563
91382,22/2006/L-CTN,"Lệnh công bố Luật thể dục, thể thao 2006",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-the-duc-the-thao-22-2006-L-CTN-91382.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2006-12-12,Nguyễn Minh Triết:1563
59906,05/2006/L-CTN,"Lệnh công bố Luật phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) năm 2006",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-phong-chong-nhiem-vi-rut-gay-ra-hoi-chung-suy-giam-mien-dich-mac-phai-o-nguoi-HIV-AIDS-05-2006-L-CTN-59906.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2006-12-07,Nguyễn Minh Triết:1563
80823,06/2004/L-CTN,Lệnh công bố Pháp lệnh Thú y 2004,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Phap-lenh-Thu-y-06-2004-L-CTN-80823.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2004-12-05,Trần Đức Lương:673
59955,22/2004/L-CTN,Lệnh công bố Pháp lệnh Giám định tư pháp năm 2004,https://thuvienphapluat.vn/van-ban/Trach-nhiem-hinh-su/Lenh-cong-bo-Phap-lenh-Giam-dinh-tu-phap-22-2004-L-CTN-59955.aspx,Lệnh,"Trách nhiệm hình sự, Thủ tục Tố tụng, Thể thao - Y tế",Chủ tịch nước,2004-11-10,Trần Đức Lương:673
60565,07/2003/L-CTN,"Lệnh công bố Pháp lệnh hành nghề y, dược tư nhân năm 2003",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-phap-lenh-hanh-nghe-y-duoc-tu-nhan-07-2003-L-CTN-60565.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2003-10-03,Trần Đức Lương:673
60582,20/2003/L-CTN,Lệnh công bố Pháp lệnh Vệ sinh an toàn thực phẩm 2003,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-phap-lenh-ve-sinh-an-toan-thuc-pham-20-2003-L-CTN-60582.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,2003-07-08,Trần Đức Lương:673
60573,11/2001/L-CTN,Lệnh công bố Pháp lệnh bảo vệ và kiểm dịch thực vật 2001,https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Lenh-cong-bo-phap-lenh-bao-ve-va-kiem-dich-thuc-vat-11-2001-L-CTN-60573.aspx,Lệnh,"Tài nguyên - Môi trường, Thể thao - Y tế",Chủ tịch nước,2001-08-08,Trần Đức Lương:673
310284,05/2016/L-CTN,Lệnh công bố Luật dược 2016,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Lenh-cong-bo-Luat-duoc-2016-310284.aspx,Lệnh,"Bộ máy hành chính, Thể thao - Y tế",Chủ tịch nước,,Trần Đại Quang:1614
59935,14/2004/L-CTN,"Lệnh công bố Luật Bảo vệ, chăm sóc và giáo dục trẻ em 2004",https://thuvienphapluat.vn/van-ban/Giao-duc/Lenh-cong-bo-Luat-Bao-ve-cham-soc-va-giao-duc-tre-em-14-2004-L-CTN-59935.aspx,Lệnh,"Giáo dục, Thể thao - Y tế",Chủ tịch nước,,Trần Đức Lương:673
638000,14/2024/L-CTN,Lệnh công bố Luật Dược sửa đổi 2024,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Lenh-cong-bo-Luat-Duoc-sua-doi-2024-638000.aspx,Lệnh,"Bộ máy hành chính, Thể thao - Y tế",Chủ tịch nước,,Lương Cường:6137
460741,16/2020/L-CTN,"Lệnh công bố Luật Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS) sửa đổi năm 2020",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-16-2020-L-CTN-cong-bo-Luat-Phong-chong-nhiem-vi-rut-gay-hoi-chung-suy-giam-mien-dich-sua-doi-460741.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,,Nguyễn Phú Trọng:1450
388591,04/2018/L-CTN,"Lệnh công bố Luật Thể dục, thể thao sửa đổi 2018",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-The-duc-the-thao-sua-doi-388591.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,,Trần Đại Quang:1614
108046,06/2010/L-CTN,Lệnh 06/2010/L-CTN công bố Luật an toàn thực phẩm 2010,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-06-2010-L-CTN-cong-bo-Luat-an-toan-thuc-pham-2010-108046.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,,Nguyễn Minh Triết:1563
553202,01/2023/L-CTN,"Lệnh công bố Luật Khám bệnh, chữa bệnh 2023",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-Kham-benh-chua-benh-2023-553202.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,,Võ Thị Ánh Xuân:4594
59914,08/2005/L-CTN,Lệnh công bố Luật dược 2005,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Lenh-cong-bo-Luat-duoc-08-2005-L-CTN-59914.aspx,Lệnh,Thể thao - Y tế,Chủ tịch nước,,Trần Đức Lương:673
241179,03/2014/L-CTN,Lệnh công bố Luật bảo hiểm y tế sửa đổi 2014,https://thuvienphapluat.vn/van-ban/Bao-hiem/Lenh-cong-bo-Luat-bao-hiem-y-te-sua-doi-2014-241179.aspx,Lệnh,"Bảo hiểm, Thể thao - Y tế",Chủ tịch nước,,Trương Tấn Sang:1267
660657,148/2025/NĐ-CP,"Nghị định 148/2025/NĐ-CP quy định về phân quyền, phân cấp trong lĩnh vực y tế",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-dinh-148-2025-ND-CP-phan-quyen-phan-cap-trong-linh-vuc-y-te-660657.aspx,Nghị định,"Bộ máy hành chính, Thể thao - Y tế",Chính phủ,2025-12-06,Nguyễn Hòa Bình:1423
660610,147/2025/NĐ-CP,Nghị định 147/2025/NĐ-CP quy định về phân định thẩm quyền của chính quyền địa phương 02 cấp trong lĩnh vực quản lý Nhà nước của Bộ Y tế,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-dinh-147-2025-ND-CP-phan-dinh-tham-quyen-chinh-quyen-dia-phuong-02-cap-Bo-Y-te-660610.aspx,Nghị định,"Bộ máy hành chính, Thể thao - Y tế",Chính phủ,2025-12-06,Nguyễn Hòa Bình:1423
641049,188/2025/NĐ-CP,Nghị định 188/2025/NĐ-CP hướng dẫn Luật Bảo hiểm y tế,https://thuvienphapluat.vn/van-ban/Bao-hiem/Nghi-dinh-188-2025-ND-CP-huong-dan-Luat-Bao-hiem-y-te-641049.aspx,Nghị định,"Bảo hiểm, Thể thao - Y tế",Chính phủ,2025-01-07,Lê Thành Long:943
639587,04/2025/NĐ-CP,Nghị định 04/2025/NĐ-CP sửa đổi Nghị định 98/2021/NĐ-CP về quản lý thiết bị y tế đã được sửa đổi theo Nghị định 07/2023/NĐ-CP,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-04-2025-ND-CP-sua-doi-Nghi-dinh-98-2021-ND-CP-quan-ly-thiet-bi-y-te-639587.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2025-01-01,Lê Thành Long:943
624932,02/2025/NĐ-CP,Nghị định 02/2025/NĐ-CP sửa đổi Nghị định 146/2018/NĐ-CP hướng dẫn Luật Bảo hiểm y tế được sửa đổi tại Nghị định 75/2023/NĐ-CP,https://thuvienphapluat.vn/van-ban/Bao-hiem/Nghi-dinh-02-2025-ND-CP-sua-doi-Nghi-dinh-146-2018-ND-CP-huong-dan-Luat-Bao-hiem-y-te-624932.aspx,Nghị định,"Bảo hiểm, Thể thao - Y tế",Chính phủ,2025-01-01,Lê Thành Long:943
627368,129/2024/NĐ-CP,"Nghị định 129/2024/NĐ-CP sửa đổi Nghị định 91/2016/NĐ-CP về quản lý hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế; Nghị định 155/2018/NĐ-CP sửa đổi quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-dinh-129-2024-ND-CP-sua-doi-Nghi-dinh-91-2016-ND-CP-155-2018-ND-CP-quan-ly-hoa-chat-627368.aspx,Nghị định,"Thương mại, Thể thao - Y tế",Chính phủ,2024-10-10,Lê Thành Long:943
579952,13/2024/NĐ-CP,Nghị định 13/2024/NĐ-CP sửa đổi Nghị định 104/2016/NĐ-CP quy định về hoạt động tiêm chủng,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-13-2024-ND-CP-sua-doi-Nghi-dinh-104-2016-ND-CP-hoat-dong-tiem-chung-579952.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2024-05-02,Trần Hồng Hà:1381
590103,88/2023/NĐ-CP,Nghị định 88/2023/NĐ-CP sửa đổi Nghị định 54/2017/NĐ-CP hướng dẫn Luật Dược và Nghị định 155/2018/NĐ-CP sửa đổi quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý Nhà nước của Bộ Y tế,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-dinh-88-2023-ND-CP-sua-doi-Nghi-dinh-54-2017-ND-CP-huong-dan-Luat-Duoc-590103.aspx,Nghị định,"Thương mại, Thể thao - Y tế",Chính phủ,2023-11-12,Trần Hồng Hà:1381
557403,07/2023/NĐ-CP,Nghị định 07/2023/NĐ-CP sửa đổi Nghị định 98/2021/NĐ-CP về quản lý trang thiết bị y tế,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-07-2023-ND-CP-sua-doi-Nghi-dinh-98-2021-ND-CP-quan-ly-trang-thiet-bi-y-te-557403.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2023-03-03,Trần Hồng Hà:1381
497098,109/2021/NĐ-CP,"Nghị định 109/2021/NĐ-CP quy định về cơ sở y tế đủ điều kiện xác định tình trạng nghiện ma túy và hồ sơ, trình tự, thủ tục xác định tình trạng nghiện ma túy",https://thuvienphapluat.vn/van-ban/Van-hoa-Xa-hoi/Nghi-dinh-109-2021-ND-CP-co-so-y-te-du-dieu-kien-xac-dinh-tinh-trang-nghien-ma-tuy-497098.aspx,Nghị định,"Thể thao - Y tế, Văn hóa - Xã hội",Chính phủ,2021-08-12,Vũ Đức Đam:1582
493940,98/2021/NĐ-CP,Nghị định 98/2021/NĐ-CP về quản lý trang thiết bị y tế,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-98-2021-ND-CP-quan-ly-trang-thiet-bi-y-te-493940.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2021-08-11,Vũ Đức Đam:1582
456678,131/2020/NĐ-CP,"Nghị định 131/2020/NĐ-CP quy định về tổ chức, hoạt động dược lâm sàng của cơ sở khám bệnh, chữa bệnh",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-131-2020-ND-CP-to-chuc-hoat-dong-duoc-lam-sang-cua-co-so-kham-benh-chua-benh-456678.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2020-02-11,Nguyễn Xuân Phúc:1849
432603,03/2020/NĐ-CP,Nghị định 03/2020/NĐ-CP sửa đổi Điều 68 Nghị định 36/2016/NĐ-CP về quản lý trang thiết bị y tế đã được sửa đổi tại Nghị định 169/2018/NĐ-CP sửa đổi Nghị định 36/2016/NĐ-CP về quản lý trang thiết bị y tế,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-dinh-03-2020-ND-CP-sua-doi-Nghi-dinh-36-2016-ND-CP-quan-ly-trang-thiet-bi-y-te-432603.aspx,Nghị định,"Tài chính nhà nước, Thể thao - Y tế",Chính phủ,2020-01-01,Nguyễn Xuân Phúc:1849
416120,50/2019/NĐ-CP,"Nghị định 50/2019/NĐ-CP quy định về cấp chứng chỉnh hành nghề đối với người hành nghề khám bệnh, chữa bệnh và cấp giấy phép hoạt động đối với cơ sở khám bệnh, chữa bệnh trong Quân đội",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-50-2019-ND-CP-cap-chung-chi-hanh-nghe-doi-voi-nguoi-hanh-nghe-kham-benh-416120.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2019-07-06,Nguyễn Xuân Phúc:1849
399829,155/2018/NĐ-CP,Nghị định 155/2018/NĐ-CP sửa đổi quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-dinh-155-2018-ND-CP-sua-doi-quy-dinh-lien-quan-den-dieu-kien-kinh-doanh-thuoc-Bo-Y-te-399829.aspx,Nghị định,"Thương mại, Thể thao - Y tế",Chính phủ,2018-12-11,Nguyễn Xuân Phúc:1849
367782,118/2018/NĐ-CP,Nghị định 118/2018/NĐ-CP quy định về công tác kết hợp quân dân y,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-118-2018-ND-CP-quy-dinh-ve-cong-tac-ket-hop-quan-dan-y-367782.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2018-12-09,Nguyễn Xuân Phúc:1849
399240,152/2018/NĐ-CP,"Nghị định 152/2018/NĐ-CP quy định về chế độ đối với huấn luyện viên, vận động viên thể thao trong thời gian tập trung tập huấn, thi đấu",https://thuvienphapluat.vn/van-ban/Lao-dong-Tien-luong/Nghi-dinh-152-2018-ND-CP-che-do-doi-voi-huan-luyen-vien-the-thao-trong-thoi-gian-tap-huan-399240.aspx,Nghị định,"Lao động - Tiền lương, Thể thao - Y tế",Chính phủ,2018-07-11,Nguyễn Xuân Phúc:1849
360333,115/2018/NĐ-CP,Nghị định 115/2018/NĐ-CP quy định xử phạt vi phạm hành chính về an toàn thực phẩm,https://thuvienphapluat.vn/van-ban/Vi-pham-hanh-chinh/Nghi-dinh-115-2018-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-ve-an-toan-thuc-pham-360333.aspx,Nghị định,"Vi phạm hành chính, Thể thao - Y tế",Chính phủ,2018-04-09,Nguyễn Xuân Phúc:1849
341254,15/2018/NĐ-CP,Nghị định 15/2018/NĐ-CP hướng dẫn Luật an toàn thực phẩm,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-15-2018-ND-CP-huong-dan-Luat-an-toan-thuc-pham-341254.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2018-02-02,Nguyễn Xuân Phúc:1849
321256,54/2017/NĐ-CP,Nghị định 54/2017/NĐ-CP hướng dẫn Luật dược do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-54-2017-ND-CP-huong-dan-Luat-duoc-321256.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2017-08-05,Nguyễn Xuân Phúc:1849
363410,111/2017/NĐ-CP,Nghị định 111/2017/NĐ-CP quy định về tổ chức đào tạo thực hành trong đào tạo khối ngành sức khỏe,https://thuvienphapluat.vn/van-ban/Giao-duc/Nghi-dinh-111-2017-ND-CP-quy-dinh-to-chuc-dao-tao-thuc-hanh-trong-dao-tao-khoi-nganh-suc-khoe-363410.aspx,Nghị định,"Giáo dục, Thể thao - Y tế",Chính phủ,2017-05-10,Nguyễn Xuân Phúc:1849
321827,136/2016/NĐ-CP,Nghị định 136/2016/NĐ-CP sửa đổi Nghị định 221/2013/NĐ-CP quy định chế độ áp dụng biện pháp xử lý hành chính đưa vào cơ sở cai nghiện bắt buộc,https://thuvienphapluat.vn/van-ban/Vi-pham-hanh-chinh/Nghi-dinh-136-2016-ND-CP-sua-doi-221-2013-ND-CP-ap-dung-xu-ly-hanh-chinh-dua-vao-co-so-cai-nghien-321827.aspx,Nghị định,"Vi phạm hành chính, Thể thao - Y tế, Văn hóa - Xã hội",Chính phủ,2016-09-09,Nguyễn Xuân Phúc:1849
315451,104/2016/NĐ-CP,Nghị định 104/2016/NĐ-CP quy định về hoạt động tiêm chủng,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-104-2016-ND-CP-hoat-dong-tiem-chung-315451.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2016-01-07,Nguyễn Xuân Phúc:1849
315458,98/2016/NĐ-CP,Nghị định 98/2016/NĐ-CP sửa đổi Nghị định 10/2015/NĐ-CP quy định về sinh con bằng kỹ thuật thụ tinh trong ống nghiệm và điều kiện mang thai hộ vì mục đích nhân đạo,https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-dinh-98-2016-ND-CP-sua-doi-10-2015-ND-CP-sinh-con-thu-tinh-trong-ong-nghiem-mang-thai-ho-315458.aspx,Nghị định,Thể thao - Y tế,Chính phủ,2016-01-07,Nguyễn Xuân Phúc:1849
